BAGTAGID,EVENT,EVENTTIME,TDP_IDCURRNAME,CHUTE,STATUS,BAGSTATUS,REASON
0232744057,20/09/26 0:02:38,20260920 000238,MA010,MA010,TRA,OPEN,OPEN
0232744057,20/09/26 0:04:37,20260920 000437,MA010,MA003,DIS,OPEN,OPEN
0176175219,20/09/26 0:15:05,20260920 001505,MA006,MA006,TRA,OPEN,OPEN
0176175219,20/09/26 0:18:53,20260920 001853,MA006,MA002,DIS,OPEN,OPEN
0176161462,20/09/26 0:31:38,20260920 003138,MA005,MA005,TRA,OPEN,OPEN
0176176854,20/09/26 0:32:57,20260920 003257,MA006,MA006,TRA,OPEN,OPEN
0176161323,20/09/26 0:33:01,20260920 003301,MA006,MA006,TRA,OPEN,OPEN
0176161462,20/09/26 0:35:09,20260920 003509,MA005,MA002,DIS,OPEN,OPEN
0176176854,20/09/26 0:36:30,20260920 003630,MA006,MA002,DIS,OPEN,OPEN
0176161323,20/09/26 0:36:37,20260920 003637,MA006,MA002,DIS,OPEN,OPEN
3781601404,20/09/26 0:37:02,20260920 003702,MA003,MC210,TRA,EARLY,EARLY
3781318883,20/09/26 0:37:10,20260920 003710,MA003,MC210,TRA,EARLY,EARLY
3781083069,20/09/26 0:37:14,20260920 003714,MA003,MC210,TRA,EARLY,EARLY
3781365534,20/09/26 0:37:25,20260920 003725,MA003,MC210,TRA,EARLY,EARLY
3781746377,20/09/26 0:37:41,20260920 003741,MA003,MC210,TRA,EARLY,EARLY
3781386207,20/09/26 0:37:58,20260920 003758,MA003,MC210,TRA,EARLY,EARLY
3781715843,20/09/26 0:38:10,20260920 003810,MA003,MC210,TRA,EARLY,EARLY
3781619652,20/09/26 0:38:14,20260920 003814,MA003,MC210,TRA,EARLY,EARLY
3781143652,20/09/26 0:38:26,20260920 003826,MA003,MC210,TRA,EARLY,EARLY
3781694239,20/09/26 0:38:30,20260920 003830,MA003,MC210,TRA,EARLY,EARLY
3781216601,20/09/26 0:38:40,20260920 003840,MA003,MC210,TRA,EARLY,EARLY
3781776748,20/09/26 0:38:40,20260920 003840,MA003,MC210,TRA,EARLY,EARLY
3781266580,20/09/26 0:38:53,20260920 003853,MA003,MC210,TRA,EARLY,EARLY
3781601404,20/09/26 0:39:01,20260920 003901,MA003,MA003,DIS,EARLY,EARLY
3781318883,20/09/26 0:39:10,20260920 003910,MA003,MA003,DIS,EARLY,EARLY
3781365534,20/09/26 0:39:26,20260920 003926,MA003,MA003,DIS,EARLY,EARLY
3781083069,20/09/26 0:39:26,20260920 003926,MA003,MA003,DIS,EARLY,EARLY
3781104533,20/09/26 0:39:26,20260920 003926,MA003,MC210,TRA,EARLY,EARLY
3781451357,20/09/26 0:39:30,20260920 003930,MA003,MC210,TRA,EARLY,EARLY
3781746377,20/09/26 0:39:38,20260920 003938,MA003,MA003,DIS,EARLY,EARLY
3781154965,20/09/26 0:39:58,20260920 003958,MA003,MC210,TRA,EARLY,EARLY
3781386207,20/09/26 0:39:58,20260920 003958,MA003,MA003,DIS,EARLY,EARLY
3781715843,20/09/26 0:40:10,20260920 004010,MA003,MA003,DIS,EARLY,EARLY
3781735165,20/09/26 0:40:10,20260920 004010,MA003,MC210,TRA,EARLY,EARLY
3781561629,20/09/26 0:40:18,20260920 004018,MA003,MC210,TRA,EARLY,EARLY
3781619652,20/09/26 0:40:25,20260920 004025,MA003,MA003,DIS,EARLY,EARLY
3781520538,20/09/26 0:40:37,20260920 004037,MA003,MC210,TRA,EARLY,EARLY
3781143652,20/09/26 0:40:37,20260920 004037,MA003,MA003,DIS,EARLY,EARLY
3781694239,20/09/26 0:40:41,20260920 004041,MA003,MA003,DIS,EARLY,EARLY
3781776748,20/09/26 0:40:41,20260920 004041,MA003,MA003,DIS,EARLY,EARLY
3781266580,20/09/26 0:40:49,20260920 004049,MA003,MA003,DIS,EARLY,EARLY
3781216601,20/09/26 0:40:53,20260920 004053,MA003,MA003,DIS,EARLY,EARLY
3781451357,20/09/26 0:41:29,20260920 004129,MA003,MA003,DIS,EARLY,EARLY
3781104533,20/09/26 0:41:38,20260920 004138,MA003,MA003,DIS,EARLY,EARLY
3781154965,20/09/26 0:41:58,20260920 004158,MA003,MA003,DIS,EARLY,EARLY
3781735165,20/09/26 0:42:05,20260920 004205,MA003,MA003,DIS,EARLY,EARLY
3781561629,20/09/26 0:42:17,20260920 004217,MA003,MA003,DIS,EARLY,EARLY
3781520538,20/09/26 0:42:49,20260920 004249,MA003,MA003,DIS,EARLY,EARLY
0232746101,20/09/26 0:49:41,20260920 004941,MA003,MA034,TRA,EARLY,EARLY
0232746088,20/09/26 0:49:41,20260920 004941,MA003,MA034,TRA,EARLY,EARLY
0232746101,20/09/26 0:51:41,20260920 005141,MA003,MA003,DIS,EARLY,EARLY
0232746088,20/09/26 0:51:53,20260920 005153,MA003,MA003,DIS,EARLY,EARLY
0232738924,20/09/26 1:12:18,20260920 011218,MA003,MC247,TRA,EARLY,EARLY
0232740712,20/09/26 1:12:25,20260920 011225,MA003,MB054,TRA,EARLY,EARLY
0232741652,20/09/26 1:12:29,20260920 011229,MA003,MB054,TRA,EARLY,EARLY
0232738924,20/09/26 1:14:29,20260920 011429,MA003,MA003,DIS,EARLY,EARLY
0232740712,20/09/26 1:14:38,20260920 011438,MA003,MA003,DIS,EARLY,EARLY
0232741652,20/09/26 1:14:42,20260920 011442,MA003,MA003,DIS,EARLY,EARLY
2997218603,20/09/26 1:16:42,20260920 011642,MA053,MA053,TRA,OPEN,OPEN
0232740053,20/09/26 1:16:58,20260920 011658,MA003,MA007,TRA,EARLY,EARLY
0232740087,20/09/26 1:17:13,20260920 011713,MA003,MA007,TRA,EARLY,EARLY
0232740704,20/09/26 1:17:29,20260920 011729,MA003,MB054,TRA,EARLY,EARLY
0232740083,20/09/26 1:17:49,20260920 011749,MA003,MA007,TRA,EARLY,EARLY
0232740773,20/09/26 1:18:06,20260920 011806,MA003,MB054,TRA,EARLY,EARLY
2997218603,20/09/26 1:18:41,20260920 011841,MA053,MA003,DIS,OPEN,OPEN
0232740053,20/09/26 1:19:14,20260920 011914,MA003,MA003,DIS,EARLY,EARLY
0232740087,20/09/26 1:19:14,20260920 011914,MA003,MA003,DIS,EARLY,EARLY
0232740704,20/09/26 1:19:37,20260920 011937,MA003,MA003,DIS,EARLY,EARLY
0232740083,20/09/26 1:19:49,20260920 011949,MA003,MA003,DIS,EARLY,EARLY
0232740773,20/09/26 1:20:05,20260920 012005,MA003,MA003,DIS,EARLY,EARLY
0232740978,20/09/26 1:21:54,20260920 012154,MA003,MB029,TRA,EARLY,EARLY
4997092464,20/09/26 1:21:54,20260920 012154,MA054,MA054,TRA,OPEN,OPEN
4997092461,20/09/26 1:22:01,20260920 012201,MA053,MA053,TRA,OPEN,OPEN
0232740978,20/09/26 1:23:50,20260920 012350,MA003,MA003,DIS,EARLY,EARLY
4997092464,20/09/26 1:24:05,20260920 012405,MA054,MA003,DIS,OPEN,OPEN
4997092461,20/09/26 1:24:13,20260920 012413,MA053,MA003,DIS,OPEN,OPEN
4997092465,20/09/26 1:30:26,20260920 013026,MA053,MA053,TRA,OPEN,OPEN
4997092465,20/09/26 1:32:25,20260920 013225,MA053,MA003,DIS,OPEN,OPEN
3479317786,20/09/26 1:36:30,20260920 013630,MA001,MC229,TRA,OPEN,OPEN
0232746708,20/09/26 1:37:49,20260920 013749,MA003,MB029,TRA,EARLY,EARLY
3479317786,20/09/26 1:38:41,20260920 013841,MA001,MA001,DIS,OPEN,OPEN
0232746707,20/09/26 1:39:21,20260920 013921,MA003,MB029,TRA,EARLY,EARLY
0232746708,20/09/26 1:39:49,20260920 013949,MA003,MA003,DIS,EARLY,EARLY
0232746707,20/09/26 1:41:33,20260920 014133,MA003,MA003,DIS,EARLY,EARLY
0232747750,20/09/26 2:59:17,20260920 025917,MA003,MB045,TRA,EARLY,EARLY
0232747726,20/09/26 2:59:21,20260920 025921,MA003,MB031,TRA,EARLY,EARLY
0232747724,20/09/26 2:59:33,20260920 025933,MA003,MB031,TRA,EARLY,EARLY
0232747764,20/09/26 3:00:09,20260920 030009,MA003,MB045,TRA,EARLY,EARLY
0232747721,20/09/26 3:00:46,20260920 030046,MA003,MB031,TRA,EARLY,EARLY
0232747732,20/09/26 3:00:54,20260920 030054,MA003,MB031,TRA,EARLY,EARLY
0232747745,20/09/26 3:00:58,20260920 030058,MA003,MB045,TRA,EARLY,EARLY
0232747726,20/09/26 3:01:21,20260920 030121,MA003,MA003,DIS,EARLY,EARLY
0232747750,20/09/26 3:01:29,20260920 030129,MA003,MA003,DIS,EARLY,EARLY
0232747724,20/09/26 3:01:45,20260920 030145,MA003,MA003,DIS,EARLY,EARLY
0232747764,20/09/26 3:02:05,20260920 030205,MA003,MA003,DIS,EARLY,EARLY
0232747732,20/09/26 3:02:53,20260920 030253,MA003,MA003,DIS,EARLY,EARLY
0232747721,20/09/26 3:02:57,20260920 030257,MA003,MA003,DIS,EARLY,EARLY
0232747745,20/09/26 3:03:09,20260920 030309,MA003,MA003,DIS,EARLY,EARLY
0232747977,20/09/26 3:13:57,20260920 031357,MA003,MC111,TRA,EARLY,EARLY
0232747978,20/09/26 3:14:41,20260920 031441,MA003,MC111,TRA,EARLY,EARLY
0232747984,20/09/26 3:15:05,20260920 031505,MA003,MC111,TRA,EARLY,EARLY
0232747977,20/09/26 3:15:57,20260920 031557,MA003,MA003,DIS,EARLY,EARLY
0232747978,20/09/26 3:16:53,20260920 031653,MA003,MA003,DIS,EARLY,EARLY
0232747984,20/09/26 3:17:02,20260920 031702,MA003,MA003,DIS,EARLY,EARLY
0232744152,20/09/26 3:20:37,20260920 032037,MB025,MB031,TRA,EARLY,EARLY
0232744143,20/09/26 3:20:41,20260920 032041,MB025,MB031,TRA,EARLY,EARLY
0232747908,20/09/26 3:21:18,20260920 032118,MB025,MA031,TRA,EARLY,EARLY
0232747888,20/09/26 3:21:22,20260920 032122,MB025,MA029,TRA,EARLY,EARLY
0312146925,20/09/26 3:22:05,20260920 032205,MA008,MA008,TRA,OPEN,OPEN
0232735666,20/09/26 3:22:17,20260920 032217,MB025,MA053,TRA,EARLY,EARLY
0312146618,20/09/26 3:22:21,20260920 032221,MA008,MA008,TRA,OPEN,OPEN
0232744152,20/09/26 3:22:37,20260920 032237,MB025,MB025,DIS,EARLY,EARLY
0232744143,20/09/26 3:22:41,20260920 032241,MB025,MB025,DIS,EARLY,EARLY
0232747908,20/09/26 3:23:17,20260920 032317,MB025,MB025,DIS,EARLY,EARLY
0232747889,20/09/26 3:23:17,20260920 032317,MB025,MB037,TRA,EARLY,EARLY
0232747888,20/09/26 3:23:21,20260920 032321,MB025,MB025,DIS,EARLY,EARLY
0232735666,20/09/26 3:24:17,20260920 032417,MB025,MB025,DIS,EARLY,EARLY
0232747889,20/09/26 3:25:17,20260920 032517,MB025,MB025,DIS,EARLY,EARLY
0312146925,20/09/26 3:25:45,20260920 032545,MA008,MA002,DIS,OPEN,OPEN
0312146618,20/09/26 3:25:57,20260920 032557,MA008,MA002,DIS,OPEN,OPEN
0232747914,20/09/26 3:29:21,20260920 032921,MB025,MB031,TRA,EARLY,EARLY
0232748090,20/09/26 3:30:54,20260920 033054,MB025,MB029,TRA,EARLY,EARLY
0232748092,20/09/26 3:31:02,20260920 033102,MB025,MB029,TRA,EARLY,EARLY
0232748099,20/09/26 3:31:10,20260920 033110,MB025,MB029,TRA,EARLY,EARLY
0232748121,20/09/26 3:31:13,20260920 033113,MB025,MB029,TRA,EARLY,EARLY
0232747914,20/09/26 3:31:21,20260920 033121,MB025,MB025,DIS,EARLY,EARLY
0232747938,20/09/26 3:32:13,20260920 033213,MB025,MB037,TRA,EARLY,EARLY
0312147789,20/09/26 3:32:49,20260920 033249,MA008,MA008,TRA,OPEN,OPEN
0232748090,20/09/26 3:32:53,20260920 033253,MB025,MB025,DIS,EARLY,EARLY
0312147875,20/09/26 3:32:57,20260920 033257,MA008,MA008,TRA,OPEN,OPEN
0232748092,20/09/26 3:33:01,20260920 033301,MB025,MB025,DIS,EARLY,EARLY
0232748099,20/09/26 3:33:09,20260920 033309,MB025,MB025,DIS,EARLY,EARLY
0232748121,20/09/26 3:33:13,20260920 033313,MB025,MB025,DIS,EARLY,EARLY
0232747938,20/09/26 3:34:13,20260920 033413,MB025,MB025,DIS,EARLY,EARLY
0232747909,20/09/26 3:35:33,20260920 033533,MB025,MA031,TRA,EARLY,EARLY
0312147789,20/09/26 3:36:29,20260920 033629,MA008,MA002,DIS,OPEN,OPEN
0312147875,20/09/26 3:36:37,20260920 033637,MA008,MA002,DIS,OPEN,OPEN
0232748155,20/09/26 3:36:41,20260920 033641,MB025,MB051,TRA,EARLY,EARLY
0232747909,20/09/26 3:37:33,20260920 033733,MB025,MB025,DIS,EARLY,EARLY
0232748155,20/09/26 3:38:41,20260920 033841,MB025,MB025,DIS,EARLY,EARLY
0232748271,20/09/26 3:40:33,20260920 034033,MB025,MB032,TRA,EARLY,EARLY
0232748275,20/09/26 3:41:01,20260920 034101,MB025,MB032,TRA,EARLY,EARLY
0232748271,20/09/26 3:42:33,20260920 034233,MB025,MB025,DIS,EARLY,EARLY
0232748275,20/09/26 3:43:01,20260920 034301,MB025,MB025,DIS,EARLY,EARLY
0232748162,20/09/26 3:46:21,20260920 034621,MB025,MB045,TRA,EARLY,EARLY
0232748326,20/09/26 3:47:10,20260920 034710,MB025,MA031,TRA,EARLY,EARLY
0232748173,20/09/26 3:47:18,20260920 034718,MB025,MB045,TRA,EARLY,EARLY
0232748122,20/09/26 3:48:25,20260920 034825,MB025,MA010,TRA,EARLY,EARLY
0232748162,20/09/26 3:49:21,20260920 034921,MB025,MB025,DIS,EARLY,EARLY
0232748307,20/09/26 3:49:45,20260920 034945,MB025,MC111,TRA,EARLY,EARLY
0232748131,20/09/26 3:50:01,20260920 035001,MB025,MA010,TRA,EARLY,EARLY
0232748326,20/09/26 3:50:09,20260920 035009,MB025,MB025,DIS,EARLY,EARLY
0232748173,20/09/26 3:50:17,20260920 035017,MB025,MB025,DIS,EARLY,EARLY
0232748122,20/09/26 3:51:29,20260920 035129,MB025,MB025,DIS,EARLY,EARLY
0232748137,20/09/26 3:52:05,20260920 035205,MB025,MA010,TRA,EARLY,EARLY
0232748307,20/09/26 3:52:45,20260920 035245,MB025,MB025,DIS,EARLY,EARLY
0232748131,20/09/26 3:53:05,20260920 035305,MB025,MB025,DIS,EARLY,EARLY
0232748592,20/09/26 3:54:01,20260920 035401,MA003,MA031,TRA,EARLY,EARLY
0232748625,20/09/26 3:54:13,20260920 035413,MA003,MA031,TRA,EARLY,EARLY
0781174164,20/09/26 3:54:50,20260920 035450,MC235,MC243,TRA,EARLY,EARLY
0232748137,20/09/26 3:55:01,20260920 035501,MB025,MB025,DIS,EARLY,EARLY
0232740775,20/09/26 3:55:01,20260920 035501,MA003,MB043,TRA,EARLY,EARLY
0781447498,20/09/26 3:55:06,20260920 035506,MC235,MC243,TRA,EARLY,EARLY
0232748504,20/09/26 3:55:09,20260920 035509,MB025,MA031,TRA,EARLY,EARLY
0232740790,20/09/26 3:55:21,20260920 035521,MA003,MB043,TRA,EARLY,EARLY
6816106807,20/09/26 3:55:25,20260920 035525,MA003,MB054,TRA,EARLY,EARLY
0781389138,20/09/26 3:55:30,20260920 035530,MC235,MC243,TRA,EARLY,EARLY
6816106808,20/09/26 3:55:37,20260920 035537,MA003,MB054,TRA,EARLY,EARLY
0232748652,20/09/26 3:55:37,20260920 035537,MA003,MA031,TRA,EARLY,EARLY
0232748592,20/09/26 3:55:57,20260920 035557,MA003,MA003,DIS,EARLY,EARLY
0232748655,20/09/26 3:56:09,20260920 035609,MA003,MA031,TRA,EARLY,EARLY
0232748625,20/09/26 3:56:25,20260920 035625,MA003,MA003,DIS,EARLY,EARLY
0781174164,20/09/26 3:56:26,20260920 035626,MC235,MC235,DIS,EARLY,EARLY
0781447498,20/09/26 3:56:42,20260920 035642,MC235,MC235,DIS,EARLY,EARLY
0232740775,20/09/26 3:56:57,20260920 035657,MA003,MA003,DIS,EARLY,EARLY
0781389138,20/09/26 3:57:06,20260920 035706,MC235,MC235,DIS,EARLY,EARLY
0232748666,20/09/26 3:57:17,20260920 035717,MA003,MA031,TRA,EARLY,EARLY
6816106807,20/09/26 3:57:21,20260920 035721,MA003,MA003,DIS,EARLY,EARLY
0232740790,20/09/26 3:57:33,20260920 035733,MA003,MA003,DIS,EARLY,EARLY
6816106808,20/09/26 3:57:37,20260920 035737,MA003,MA003,DIS,EARLY,EARLY
0232748652,20/09/26 3:57:49,20260920 035749,MA003,MA003,DIS,EARLY,EARLY
0232748655,20/09/26 3:58:05,20260920 035805,MA003,MA003,DIS,EARLY,EARLY
0232748504,20/09/26 3:58:05,20260920 035805,MB025,MB025,DIS,EARLY,EARLY
0232748503,20/09/26 3:58:21,20260920 035821,MB025,MA031,TRA,EARLY,EARLY
0232748701,20/09/26 3:58:21,20260920 035821,MA003,MA031,TRA,EARLY,EARLY
0232748562,20/09/26 3:58:37,20260920 035837,MB025,MB031,TRA,EARLY,EARLY
0232748666,20/09/26 3:59:13,20260920 035913,MA003,MA003,DIS,EARLY,EARLY
0232748628,20/09/26 3:59:26,20260920 035926,MB025,MB031,TRA,EARLY,EARLY
0232748737,20/09/26 3:59:46,20260920 035946,MA003,MA031,TRA,EARLY,EARLY
0232748701,20/09/26 4:00:33,20260920 040033,MA030,MA003,DIS,OPEN,OPEN
0232748709,20/09/26 4:00:34,20260920 040034,MA030,MA030,TRA,OPEN,OPEN
0232748569,20/09/26 4:00:41,20260920 040041,MB031,MB031,TRA,OPEN,OPEN
0232748520,20/09/26 4:00:53,20260920 040053,MB027,MA030,TRA,OPEN,OPEN
0232748514,20/09/26 4:01:01,20260920 040101,MB027,MA030,TRA,OPEN,OPEN
0232748503,20/09/26 4:01:17,20260920 040117,MB027,MB025,DIS,OPEN,OPEN
0232748562,20/09/26 4:01:33,20260920 040133,MB031,MB025,DIS,OPEN,OPEN
0232748527,20/09/26 4:01:38,20260920 040138,MB027,MA030,TRA,OPEN,OPEN
0232748737,20/09/26 4:01:42,20260920 040142,MA031,MA003,DIS,OPEN,OPEN
0232748532,20/09/26 4:01:46,20260920 040146,MB027,MA030,TRA,OPEN,OPEN
0232748568,20/09/26 4:01:50,20260920 040150,MB030,MB030,TRA,OPEN,OPEN
0232748732,20/09/26 4:01:54,20260920 040154,MB027,MA030,TRA,OPEN,OPEN
0232748747,20/09/26 4:02:02,20260920 040202,MB025,MB037,TRA,EARLY,EARLY
0232748615,20/09/26 4:02:06,20260920 040206,MB025,MB041,TRA,EARLY,EARLY
0232748628,20/09/26 4:02:22,20260920 040222,MB030,MB025,DIS,OPEN,OPEN
0232748709,20/09/26 4:02:33,20260920 040233,MA030,MA003,DIS,OPEN,OPEN
0232748756,20/09/26 4:02:37,20260920 040237,MB025,MA043,TRA,EARLY,EARLY
0232748569,20/09/26 4:02:49,20260920 040249,MB031,MB025,DIS,OPEN,OPEN
0232748520,20/09/26 4:03:01,20260920 040301,MB027,MB025,DIS,OPEN,OPEN
0232748514,20/09/26 4:03:09,20260920 040309,MB027,MB025,DIS,OPEN,OPEN
0232748757,20/09/26 4:03:25,20260920 040325,MB025,MA043,TRA,EARLY,EARLY
0232748527,20/09/26 4:03:37,20260920 040337,MB027,MB025,DIS,OPEN,OPEN
0232748532,20/09/26 4:03:45,20260920 040345,MB027,MB025,DIS,OPEN,OPEN
0232748568,20/09/26 4:03:49,20260920 040349,MB030,MB025,DIS,OPEN,OPEN
0232748732,20/09/26 4:03:53,20260920 040353,MB027,MB025,DIS,OPEN,OPEN
0232748747,20/09/26 4:04:02,20260920 040402,MB025,MB025,DIS,EARLY,EARLY
0232748615,20/09/26 4:04:06,20260920 040406,MB025,MB025,DIS,EARLY,EARLY
0232748756,20/09/26 4:04:38,20260920 040438,MB025,MB025,DIS,EARLY,EARLY
0232748265,20/09/26 4:04:53,20260920 040453,MB025,MB035,TRA,EARLY,EARLY
0232748757,20/09/26 4:05:26,20260920 040526,MB025,MB025,DIS,EARLY,EARLY
0232748265,20/09/26 4:06:53,20260920 040653,MB025,MB025,DIS,EARLY,EARLY
0232749050,20/09/26 4:14:01,20260920 041401,MA031,MA031,TRA,OPEN,OPEN
0232748703,20/09/26 4:14:53,20260920 041453,MA031,MA031,TRA,OPEN,OPEN
0232748866,20/09/26 4:15:13,20260920 041513,MA030,MA030,TRA,OPEN,OPEN
0232748743,20/09/26 4:15:26,20260920 041526,MA030,MA030,TRA,OPEN,OPEN
0232748775,20/09/26 4:15:45,20260920 041545,MA031,MA031,TRA,OPEN,OPEN
0232748802,20/09/26 4:16:05,20260920 041605,MA030,MA030,TRA,OPEN,OPEN
0232748834,20/09/26 4:16:29,20260920 041629,MA031,MA031,TRA,OPEN,OPEN
0232749050,20/09/26 4:17:45,20260920 041745,MA031,MA002,DIS,OPEN,OPEN
0232748703,20/09/26 4:18:25,20260920 041825,MA031,MA002,DIS,OPEN,OPEN
0232748866,20/09/26 4:18:53,20260920 041853,MA030,MA002,DIS,OPEN,OPEN
0232748743,20/09/26 4:19:02,20260920 041902,MA030,MA002,DIS,OPEN,OPEN
0232748775,20/09/26 4:19:17,20260920 041917,MA031,MA002,DIS,OPEN,OPEN
0232748802,20/09/26 4:19:41,20260920 041941,MA030,MA002,DIS,OPEN,OPEN
0232748834,20/09/26 4:20:13,20260920 042013,MA031,MA002,DIS,OPEN,OPEN
0232749219,20/09/26 4:21:50,20260920 042150,MA030,MA030,TRA,OPEN,OPEN
0232749105,20/09/26 4:24:58,20260920 042458,MA031,MA031,TRA,OPEN,OPEN
0232749219,20/09/26 4:25:37,20260920 042537,MA030,MA002,DIS,OPEN,OPEN
0232749105,20/09/26 4:28:34,20260920 042834,MA031,MA002,DIS,OPEN,OPEN
0232749826,20/09/26 4:54:41,20260920 045441,MA032,MA032,TRA,OPEN,OPEN
0232749713,20/09/26 4:56:13,20260920 045613,MB030,MB030,TRA,OPEN,OPEN
0232749826,20/09/26 4:58:13,20260920 045813,MA032,MA002,DIS,OPEN,OPEN
0232749713,20/09/26 4:59:49,20260920 045949,MB030,MB025,DIS,OPEN,OPEN
0232749809,20/09/26 5:03:17,20260920 050317,MB030,MB030,TRA,OPEN,OPEN
0232749809,20/09/26 5:06:53,20260920 050653,MB030,MB025,DIS,OPEN,OPEN
0232736596,20/09/26 5:20:13,20260920 052013,MB025,MC166,TRA,EARLY,EARLY
0232738062,20/09/26 5:20:21,20260920 052021,MB027,MC148,TRA,OPEN,OPEN
0232738307,20/09/26 5:20:42,20260920 052042,MB027,MC149,TRA,OPEN,OPEN
0232736596,20/09/26 5:22:13,20260920 052213,MB025,MB025,DIS,EARLY,EARLY
0232738062,20/09/26 5:22:21,20260920 052221,MB027,MB026,DIS,OPEN,OPEN
0232750162,20/09/26 5:22:25,20260920 052225,MB027,MA010,TRA,OPEN,OPEN
0232738307,20/09/26 5:22:46,20260920 052246,MB027,MB026,DIS,OPEN,OPEN
0232750162,20/09/26 5:24:25,20260920 052425,MB027,MB025,DIS,OPEN,OPEN
0232749975,20/09/26 5:26:29,20260920 052629,MB027,MC103,TRA,OPEN,OPEN
0232750482,20/09/26 5:26:49,20260920 052649,MA033,MA033,TRA,OPEN,OPEN
0232749980,20/09/26 5:26:58,20260920 052658,MB027,MC102,TRA,OPEN,OPEN
0232737916,20/09/26 5:27:06,20260920 052706,MB027,MC160,TRA,OPEN,OPEN
0232749998,20/09/26 5:27:09,20260920 052709,MB027,MC103,TRA,OPEN,OPEN
0232738548,20/09/26 5:27:21,20260920 052721,MB027,MA046,TRA,OPEN,OPEN
0232750486,20/09/26 5:27:34,20260920 052734,MA033,MA033,TRA,OPEN,OPEN
0232750502,20/09/26 5:27:54,20260920 052754,MA032,MA032,TRA,OPEN,OPEN
0232750509,20/09/26 5:28:05,20260920 052805,MA033,MA033,TRA,OPEN,OPEN
0232750483,20/09/26 5:28:17,20260920 052817,MA032,MA032,TRA,OPEN,OPEN
0232750506,20/09/26 5:28:34,20260920 052834,MA033,MA033,TRA,OPEN,OPEN
0232749975,20/09/26 5:28:37,20260920 052837,MB027,MB026,DIS,OPEN,OPEN
0232749980,20/09/26 5:29:05,20260920 052905,MB027,MB026,DIS,OPEN,OPEN
0232749998,20/09/26 5:29:17,20260920 052917,MB027,MB026,DIS,OPEN,OPEN
0232737294,20/09/26 5:29:30,20260920 052930,MB027,MC148,TRA,OPEN,OPEN
0232750540,20/09/26 5:29:30,20260920 052930,MA033,MA033,TRA,OPEN,OPEN
0232738548,20/09/26 5:29:30,20260920 052930,MB027,MB026,DIS,OPEN,OPEN
0232750037,20/09/26 5:29:45,20260920 052945,MB027,MC102,TRA,OPEN,OPEN
0232750352,20/09/26 5:29:45,20260920 052945,MB044,MB044,TRA,OPEN,OPEN
0232750355,20/09/26 5:29:54,20260920 052954,MB044,MB044,TRA,OPEN,OPEN
0232750050,20/09/26 5:30:02,20260920 053002,MB027,MC103,TRA,OPEN,OPEN
0232750048,20/09/26 5:30:13,20260920 053013,MB027,MA038,TRA,OPEN,OPEN
0131159596,20/09/26 5:30:17,20260920 053017,MB016,MB016,TRA,OPEN,OPEN
0232750482,20/09/26 5:30:22,20260920 053022,MA033,MA002,DIS,OPEN,OPEN
0232737916,20/09/26 5:30:41,20260920 053041,MB027,MB025,DIS,OPEN,OPEN
0232750486,20/09/26 5:31:17,20260920 053117,MA033,MA002,DIS,OPEN,OPEN
0232750502,20/09/26 5:31:26,20260920 053126,MA032,MA002,DIS,OPEN,OPEN
0232737294,20/09/26 5:31:30,20260920 053130,MB027,MB026,DIS,OPEN,OPEN
0160352566,20/09/26 5:31:41,20260920 053141,MB027,MC156,TRA,OPEN,OPEN
0232750509,20/09/26 5:31:49,20260920 053149,MA033,MA002,DIS,OPEN,OPEN
0232750037,20/09/26 5:31:54,20260920 053154,MB027,MB026,DIS,OPEN,OPEN
0232750483,20/09/26 5:31:54,20260920 053154,MA032,MA002,DIS,OPEN,OPEN
0232750050,20/09/26 5:32:02,20260920 053202,MB027,MB026,DIS,OPEN,OPEN
0131159596,20/09/26 5:32:17,20260920 053217,MB016,MB026,DIS,OPEN,OPEN
0232750048,20/09/26 5:32:21,20260920 053221,MB027,MB026,DIS,OPEN,OPEN
0232750506,20/09/26 5:32:21,20260920 053221,MA033,MA002,DIS,OPEN,OPEN
0232741736,20/09/26 5:33:02,20260920 053302,MB027,MC161,TRA,OPEN,OPEN
0232750540,20/09/26 5:33:02,20260920 053302,MA033,MA002,DIS,OPEN,OPEN
0232750352,20/09/26 5:33:21,20260920 053321,MB044,MB025,DIS,OPEN,OPEN
0232750600,20/09/26 5:33:26,20260920 053326,MA032,MA032,TRA,OPEN,OPEN
0232750355,20/09/26 5:33:30,20260920 053330,MB044,MB025,DIS,OPEN,OPEN
0160352566,20/09/26 5:33:41,20260920 053341,MB027,MB026,DIS,OPEN,OPEN
0232736924,20/09/26 5:33:45,20260920 053345,MB027,MC149,TRA,OPEN,OPEN
0232738098,20/09/26 5:33:54,20260920 053354,MB027,MC148,TRA,OPEN,OPEN
0232741736,20/09/26 5:35:02,20260920 053502,MB027,MB026,DIS,OPEN,OPEN
0232737653,20/09/26 5:35:21,20260920 053521,MB027,MC161,TRA,OPEN,OPEN
0232750134,20/09/26 5:35:29,20260920 053529,MB027,MA043,TRA,OPEN,OPEN
0232736924,20/09/26 5:35:45,20260920 053545,MB027,MB026,DIS,OPEN,OPEN
0232750043,20/09/26 5:35:49,20260920 053549,MB018,MB018,TRA,OPEN,OPEN
0232738098,20/09/26 5:35:53,20260920 053553,MB027,MB026,DIS,OPEN,OPEN
0232741788,20/09/26 5:36:01,20260920 053601,MB044,MB044,TRA,OPEN,OPEN
