BAGTAGID,EVENT,EVENTTIME,TDP_IDCURRNAME,CHUTE,STATUS,BAGSTATUS,REASON
0157423722,20/09/26 7:48:38,20260920 074838,MC204,MC204,TRA,OPEN,OPEN
0819447472,20/09/26 7:48:58,20260920 074858,MB014,MB014,TRA,OPEN,OPEN
0819447496,20/09/26 7:49:09,20260920 074909,MB014,MB014,TRA,OPEN,OPEN
0232745027,20/09/26 7:49:10,20260920 074910,MA001,MA001,DIS,OPEN,OPEN
0819447471,20/09/26 7:49:41,20260920 074941,MB014,MB025,DIS,OPEN,OPEN
0232755163,20/09/26 7:50:01,20260920 075001,MA001,MA001,DIS,OPEN,OPEN
0232755242,20/09/26 7:50:02,20260920 075002,MA001,MC166,TRA,OPEN,OPEN
0232755829,20/09/26 7:50:05,20260920 075005,MB048,MB048,TRA,OPEN,OPEN
0235793076,20/09/26 7:50:06,20260920 075006,MC247,MC233,DIS,OPEN,OPEN
0232744464,20/09/26 7:50:10,20260920 075010,MB027,MA053,TRA,OPEN,OPEN
0232745618,20/09/26 7:50:14,20260920 075014,MA001,MA001,DIS,OPEN,OPEN
0603648142,20/09/26 7:50:17,20260920 075017,MA001,MC150,TRA,OPEN,OPEN
0819447438,20/09/26 7:50:37,20260920 075037,MB014,MB014,TRA,OPEN,OPEN
0232755262,20/09/26 7:50:42,20260920 075042,MA001,MC103,TRA,OPEN,OPEN
0232751515,20/09/26 7:50:58,20260920 075058,MB048,MB048,TRA,OPEN,OPEN
0232755131,20/09/26 7:51:17,20260920 075117,MA001,MC166,TRA,OPEN,OPEN
0232743896,20/09/26 7:51:25,20260920 075125,MB031,MB031,TRA,OPEN,OPEN
0232755388,20/09/26 7:51:53,20260920 075153,MA001,MC109,TRA,OPEN,OPEN
0232732356,20/09/26 7:52:02,20260920 075202,MB027,MA049,TRA,OPEN,OPEN
0232755242,20/09/26 7:52:02,20260920 075202,MA001,MA001,DIS,OPEN,OPEN
0232744464,20/09/26 7:52:09,20260920 075209,MB027,MB026,DIS,OPEN,OPEN
0603648142,20/09/26 7:52:29,20260920 075229,MA001,MA001,DIS,OPEN,OPEN
0819447472,20/09/26 7:52:29,20260920 075229,MB014,MB025,DIS,OPEN,OPEN
0232756051,20/09/26 7:52:34,20260920 075234,MB048,MB048,TRA,OPEN,OPEN
0819447496,20/09/26 7:52:42,20260920 075242,MB014,MB025,DIS,OPEN,OPEN
0235794745,20/09/26 7:52:46,20260920 075246,MC246,MC246,TRA,OPEN,OPEN
0819447510,20/09/26 7:52:53,20260920 075253,MB014,MB014,TRA,OPEN,OPEN
0232755262,20/09/26 7:52:53,20260920 075253,MA001,MA001,DIS,OPEN,OPEN
0232755131,20/09/26 7:53:18,20260920 075318,MA001,MA001,DIS,OPEN,OPEN
0232743896,20/09/26 7:53:30,20260920 075330,MB031,MB026,DIS,OPEN,OPEN
0603648134,20/09/26 7:53:42,20260920 075342,MA001,MC151,TRA,OPEN,OPEN
0232755829,20/09/26 7:53:45,20260920 075345,MB048,MB025,DIS,OPEN,OPEN
0232755388,20/09/26 7:53:54,20260920 075354,MA001,MA001,DIS,OPEN,OPEN
0157423722,20/09/26 7:53:58,20260920 075358,MC204,MC233,DIS,OPEN,OPEN
0232732356,20/09/26 7:54:01,20260920 075401,MB027,MB026,DIS,OPEN,OPEN
0232755136,20/09/26 7:54:06,20260920 075406,MA001,MC112,TRA,OPEN,OPEN
0819447438,20/09/26 7:54:18,20260920 075418,MB014,MB025,DIS,OPEN,OPEN
0819447501,20/09/26 7:54:26,20260920 075426,MB014,MB014,TRA,OPEN,OPEN
0232751515,20/09/26 7:54:41,20260920 075441,MB048,MB025,DIS,OPEN,OPEN
4816699822,20/09/26 7:54:50,20260920 075450,MB054,MB054,TRA,OPEN,OPEN
0232755180,20/09/26 7:54:57,20260920 075457,MB027,MA029,TRA,OPEN,OPEN
0819447517,20/09/26 7:55:06,20260920 075506,MB014,MB014,TRA,OPEN,OPEN
0603648134,20/09/26 7:55:54,20260920 075554,MA001,MA001,DIS,OPEN,OPEN
0232756051,20/09/26 7:56:13,20260920 075613,MB048,MB025,DIS,OPEN,OPEN
0232755136,20/09/26 7:56:18,20260920 075618,MA001,MA001,DIS,OPEN,OPEN
0819447510,20/09/26 7:56:38,20260920 075638,MB014,MB025,DIS,OPEN,OPEN
0819447525,20/09/26 7:56:50,20260920 075650,MB014,MB014,TRA,OPEN,OPEN
0232755180,20/09/26 7:57:06,20260920 075706,MB027,MB026,DIS,OPEN,OPEN
0232743015,20/09/26 7:57:21,20260920 075721,MB030,MB030,TRA,OPEN,OPEN
0819447529,20/09/26 7:57:29,20260920 075729,MB014,MB014,TRA,OPEN,OPEN
0235795433,20/09/26 7:57:45,20260920 075745,MC247,MC247,TRA,OPEN,OPEN
0235794745,20/09/26 7:58:06,20260920 075806,MC246,MC233,DIS,OPEN,OPEN
0232755582,20/09/26 7:58:06,20260920 075806,MA001,MC165,TRA,OPEN,OPEN
0819447501,20/09/26 7:58:09,20260920 075809,MB014,MB025,DIS,OPEN,OPEN
0232744930,20/09/26 7:58:25,20260920 075825,MB030,MB030,TRA,OPEN,OPEN
4816699822,20/09/26 7:58:30,20260920 075830,MB054,MB025,DIS,OPEN,OPEN
0232755821,20/09/26 7:58:34,20260920 075834,MA001,MC143,TRA,OPEN,OPEN
0819447517,20/09/26 7:58:38,20260920 075838,MB014,MB025,DIS,OPEN,OPEN
0232756284,20/09/26 7:58:54,20260920 075854,MB049,MB049,TRA,OPEN,OPEN
0232755764,20/09/26 7:58:54,20260920 075854,MA001,MC165,TRA,OPEN,OPEN
0232755508,20/09/26 7:59:02,20260920 075902,MA001,MC110,TRA,OPEN,OPEN
0232743015,20/09/26 7:59:18,20260920 075918,MB030,MB026,DIS,OPEN,OPEN
0819447548,20/09/26 7:59:34,20260920 075934,MB014,MB014,TRA,OPEN,OPEN
0819447532,20/09/26 7:59:38,20260920 075938,MB014,MB014,TRA,OPEN,OPEN
0819447547,20/09/26 7:59:49,20260920 075949,MB014,MB014,TRA,OPEN,OPEN
0232755582,20/09/26 8:00:06,20260920 080006,MA001,MA001,DIS,OPEN,OPEN
0232749927,20/09/26 8:00:18,20260920 080018,MB049,MB049,TRA,OPEN,OPEN
0819447525,20/09/26 8:00:26,20260920 080026,MB014,MB025,DIS,OPEN,OPEN
0232744930,20/09/26 8:00:26,20260920 080026,MB030,MB026,DIS,OPEN,OPEN
0232755699,20/09/26 8:00:30,20260920 080030,MA001,MC112,TRA,OPEN,OPEN
0232755821,20/09/26 8:00:34,20260920 080034,MA001,MA001,DIS,OPEN,OPEN
0232747710,20/09/26 8:00:38,20260920 080038,MA043,MA043,TRA,OPEN,OPEN
0232755764,20/09/26 8:00:50,20260920 080050,MA001,MA001,DIS,OPEN,OPEN
0819447565,20/09/26 8:01:02,20260920 080102,MB014,MB014,TRA,OPEN,OPEN
0819447529,20/09/26 8:01:14,20260920 080114,MB014,MB025,DIS,OPEN,OPEN
0232755508,20/09/26 8:01:14,20260920 080114,MA001,MA001,DIS,OPEN,OPEN
0819447568,20/09/26 8:01:26,20260920 080126,MB014,MB014,TRA,OPEN,OPEN
0232749373,20/09/26 8:01:41,20260920 080141,MA001,MC102,TRA,OPEN,OPEN
0232756027,20/09/26 8:02:10,20260920 080210,MA001,MC165,TRA,OPEN,OPEN
0819447573,20/09/26 8:02:22,20260920 080222,MB014,MB014,TRA,OPEN,OPEN
0232755699,20/09/26 8:02:30,20260920 080230,MA001,MA001,DIS,OPEN,OPEN
0232756284,20/09/26 8:02:30,20260920 080230,MB049,MB025,DIS,OPEN,OPEN
0618270220,20/09/26 8:02:30,20260920 080230,MA001,MB009,TRA,OPEN,OPEN
0618270221,20/09/26 8:02:38,20260920 080238,MA001,MB009,TRA,OPEN,OPEN
0232748491,20/09/26 8:02:50,20260920 080250,MA001,MC103,TRA,OPEN,OPEN
0232755986,20/09/26 8:02:58,20260920 080258,MA001,MC165,TRA,OPEN,OPEN
0819447561,20/09/26 8:02:58,20260920 080258,MB014,MB014,TRA,OPEN,OPEN
0232749372,20/09/26 8:03:01,20260920 080301,MA001,MC102,TRA,OPEN,OPEN
0819447548,20/09/26 8:03:06,20260920 080306,MB014,MB025,DIS,OPEN,OPEN
0819447532,20/09/26 8:03:13,20260920 080313,MB014,MB025,DIS,OPEN,OPEN
0235795433,20/09/26 8:03:17,20260920 080317,MC247,MC233,DIS,OPEN,OPEN
0819447547,20/09/26 8:03:26,20260920 080326,MB014,MB025,DIS,OPEN,OPEN
0232749373,20/09/26 8:03:42,20260920 080342,MA001,MA001,DIS,OPEN,OPEN
0819447518,20/09/26 8:03:54,20260920 080354,MB014,MB014,TRA,OPEN,OPEN
0232749927,20/09/26 8:04:05,20260920 080405,MB049,MB025,DIS,OPEN,OPEN
0232756027,20/09/26 8:04:10,20260920 080410,MA001,MA001,DIS,OPEN,OPEN
0232747710,20/09/26 8:04:10,20260920 080410,MA043,MA002,DIS,OPEN,OPEN
0618270220,20/09/26 8:04:29,20260920 080429,MA001,MA001,DIS,OPEN,OPEN
0232742425,20/09/26 8:04:29,20260920 080429,MB025,MA039,TRA,EARLY,EARLY
0819447581,20/09/26 8:04:30,20260920 080430,MB014,MB014,TRA,OPEN,OPEN
0819447565,20/09/26 8:04:42,20260920 080442,MB014,MB025,DIS,OPEN,OPEN
0618270221,20/09/26 8:04:46,20260920 080446,MA001,MA001,DIS,OPEN,OPEN
0232748049,20/09/26 8:04:53,20260920 080453,MC235,MA029,TRA,OPEN,OPEN
0232755986,20/09/26 8:04:58,20260920 080458,MA001,MA001,DIS,OPEN,OPEN
0232749372,20/09/26 8:05:01,20260920 080501,MA001,MA001,DIS,OPEN,OPEN
0819447568,20/09/26 8:05:06,20260920 080506,MB014,MB025,DIS,OPEN,OPEN
4816699061,20/09/26 8:05:46,20260920 080546,MB054,MB054,TRA,OPEN,OPEN
0819447573,20/09/26 8:05:58,20260920 080558,MB014,MB025,DIS,OPEN,OPEN
0232731592,20/09/26 8:05:58,20260920 080558,MB016,MB016,TRA,OPEN,OPEN
4816699093,20/09/26 8:06:22,20260920 080622,MB054,MB054,TRA,OPEN,OPEN
0232748491,20/09/26 8:06:22,20260920 080622,MA001,MA002,DIS,OPEN,OPEN
0819447579,20/09/26 8:06:34,20260920 080634,MB014,MB014,TRA,OPEN,OPEN
0819447561,20/09/26 8:06:37,20260920 080637,MB014,MB025,DIS,OPEN,OPEN
0819447582,20/09/26 8:06:57,20260920 080657,MB014,MB014,TRA,OPEN,OPEN
0232748049,20/09/26 8:06:58,20260920 080658,MC235,MC235,DIS,OPEN,OPEN
0232757049,20/09/26 8:07:21,20260920 080721,MA029,MA029,TRA,OPEN,OPEN
0819447518,20/09/26 8:07:38,20260920 080738,MB014,MB025,DIS,OPEN,OPEN
0235795726,20/09/26 8:07:49,20260920 080749,MC247,MC247,TRA,OPEN,OPEN
0232756339,20/09/26 8:07:50,20260920 080750,MA001,MC143,TRA,OPEN,OPEN
0232742425,20/09/26 8:08:02,20260920 080802,MB025,MB025,DIS,EARLY,EARLY
0232731592,20/09/26 8:08:06,20260920 080806,MB016,MB026,DIS,OPEN,OPEN
0232756075,20/09/26 8:08:09,20260920 080809,MA001,MC165,TRA,OPEN,OPEN
0819447581,20/09/26 8:08:14,20260920 080814,MB014,MB025,DIS,OPEN,OPEN
0232749456,20/09/26 8:08:53,20260920 080853,MA001,MC102,TRA,OPEN,OPEN
0819447598,20/09/26 8:08:54,20260920 080854,MB014,MB014,TRA,OPEN,OPEN
0235794369,20/09/26 8:09:14,20260920 080914,MC246,MC246,TRA,OPEN,OPEN
0819447585,20/09/26 8:09:18,20260920 080918,MB014,MB014,TRA,OPEN,OPEN
0232744778,20/09/26 8:09:18,20260920 080918,MA029,MA029,TRA,OPEN,OPEN
4816699061,20/09/26 8:09:26,20260920 080926,MB054,MB025,DIS,OPEN,OPEN
0819447591,20/09/26 8:09:42,20260920 080942,MB014,MB014,TRA,OPEN,OPEN
0232756339,20/09/26 8:09:45,20260920 080945,MA001,MA001,DIS,OPEN,OPEN
4816699093,20/09/26 8:09:58,20260920 080958,MB054,MB025,DIS,OPEN,OPEN
0232756075,20/09/26 8:10:10,20260920 081010,MA001,MA001,DIS,OPEN,OPEN
0232756832,20/09/26 8:10:10,20260920 081010,MA028,MA028,TRA,OPEN,OPEN
0819447579,20/09/26 8:10:10,20260920 081010,MB014,MB025,DIS,OPEN,OPEN
0819447582,20/09/26 8:10:33,20260920 081033,MB014,MB025,DIS,OPEN,OPEN
0232756278,20/09/26 8:10:42,20260920 081042,MA028,MA028,TRA,OPEN,OPEN
0232749456,20/09/26 8:10:50,20260920 081050,MA001,MA001,DIS,OPEN,OPEN
0232757049,20/09/26 8:11:06,20260920 081106,MA029,MA002,DIS,OPEN,OPEN
0819447609,20/09/26 8:11:09,20260920 081109,MB014,MB014,TRA,OPEN,OPEN
0176209907,20/09/26 8:11:14,20260920 081114,MA005,MA005,TRA,OPEN,OPEN
0819447598,20/09/26 8:12:30,20260920 081230,MB014,MB025,DIS,OPEN,OPEN
0819447599,20/09/26 8:12:50,20260920 081250,MB014,MB014,TRA,OPEN,OPEN
0232744778,20/09/26 8:12:54,20260920 081254,MA029,MA002,DIS,OPEN,OPEN
0618270564,20/09/26 8:12:54,20260920 081254,MB010,MB010,TRA,OPEN,OPEN
0819447585,20/09/26 8:13:02,20260920 081302,MB014,MB025,DIS,OPEN,OPEN
0235795726,20/09/26 8:13:09,20260920 081309,MC247,MC233,DIS,OPEN,OPEN
0819447591,20/09/26 8:13:21,20260920 081321,MB014,MB025,DIS,OPEN,OPEN
0232756866,20/09/26 8:13:34,20260920 081334,MA042,MA042,TRA,OPEN,OPEN
0232743783,20/09/26 8:13:54,20260920 081354,MB024,MB024,TRA,OPEN,OPEN
0232756832,20/09/26 8:13:58,20260920 081358,MA028,MA002,DIS,OPEN,OPEN
0232756278,20/09/26 8:14:13,20260920 081413,MA028,MA002,DIS,OPEN,OPEN
0235794369,20/09/26 8:14:33,20260920 081433,MC246,MC233,DIS,OPEN,OPEN
0819447609,20/09/26 8:14:45,20260920 081445,MB014,MB025,DIS,OPEN,OPEN
0176209907,20/09/26 8:14:45,20260920 081445,MA005,MA002,DIS,OPEN,OPEN
0232747582,20/09/26 8:14:50,20260920 081450,MA042,MA042,TRA,OPEN,OPEN
0819447611,20/09/26 8:14:50,20260920 081450,MB014,MB014,TRA,OPEN,OPEN
0618270564,20/09/26 8:14:54,20260920 081454,MB010,MB026,DIS,OPEN,OPEN
0232751018,20/09/26 8:15:30,20260920 081530,MB028,MB028,TRA,OPEN,OPEN
0232757176,20/09/26 8:15:54,20260920 081554,MB028,MB028,TRA,OPEN,OPEN
0232743783,20/09/26 8:15:54,20260920 081554,MB024,MB026,DIS,OPEN,OPEN
0232731899,20/09/26 8:16:02,20260920 081602,MB027,MA034,TRA,OPEN,OPEN
0232750135,20/09/26 8:16:05,20260920 081605,MA001,MC143,TRA,OPEN,OPEN
0819447627,20/09/26 8:16:17,20260920 081617,MB014,MB014,TRA,OPEN,OPEN
0819447599,20/09/26 8:16:25,20260920 081625,MB014,MB025,DIS,OPEN,OPEN
0232756866,20/09/26 8:17:06,20260920 081706,MA042,MA002,DIS,OPEN,OPEN
0816466041,20/09/26 8:17:18,20260920 081718,MC246,MC246,TRA,OPEN,OPEN
0235795444,20/09/26 8:17:46,20260920 081746,MC247,MC247,TRA,OPEN,OPEN
0232750135,20/09/26 8:18:01,20260920 081801,MA001,MA001,DIS,OPEN,OPEN
0232731899,20/09/26 8:18:06,20260920 081806,MB027,MB026,DIS,OPEN,OPEN
0819447646,20/09/26 8:18:13,20260920 081813,MB014,MB014,TRA,OPEN,OPEN
0232749375,20/09/26 8:18:13,20260920 081813,MA001,MC102,TRA,OPEN,OPEN
0819447611,20/09/26 8:18:25,20260920 081825,MB014,MB025,DIS,OPEN,OPEN
0232747582,20/09/26 8:18:30,20260920 081830,MA042,MA002,DIS,OPEN,OPEN
0232751018,20/09/26 8:19:05,20260920 081905,MB028,MB025,DIS,OPEN,OPEN
0232757176,20/09/26 8:19:38,20260920 081938,MB028,MB025,DIS,OPEN,OPEN
0819447627,20/09/26 8:19:53,20260920 081953,MB014,MB025,DIS,OPEN,OPEN
0232749375,20/09/26 8:20:10,20260920 082010,MA001,MA001,DIS,OPEN,OPEN
0819447614,20/09/26 8:20:50,20260920 082050,MB014,MB014,TRA,OPEN,OPEN
0235797458,20/09/26 8:20:50,20260920 082050,MC247,MC247,TRA,OPEN,OPEN
0232748166,20/09/26 8:20:53,20260920 082053,MA043,MA043,TRA,OPEN,OPEN
0232748704,20/09/26 8:20:53,20260920 082053,MA001,MC112,TRA,OPEN,OPEN
0232747482,20/09/26 8:21:57,20260920 082157,MA043,MA043,TRA,OPEN,OPEN
0819447646,20/09/26 8:21:57,20260920 082157,MB014,MB025,DIS,OPEN,OPEN
0232756350,20/09/26 8:22:22,20260920 082222,MA001,MC110,TRA,OPEN,OPEN
0232755464,20/09/26 8:22:30,20260920 082230,MA001,MC109,TRA,OPEN,OPEN
0819447600,20/09/26 8:22:34,20260920 082234,MB014,MB014,TRA,OPEN,OPEN
0816466041,20/09/26 8:22:50,20260920 082250,MC246,MC233,DIS,OPEN,OPEN
0232748704,20/09/26 8:22:53,20260920 082253,MA001,MA001,DIS,OPEN,OPEN
4816699167,20/09/26 8:23:05,20260920 082305,MB054,MB054,TRA,OPEN,OPEN
0235795444,20/09/26 8:23:05,20260920 082305,MC247,MC233,DIS,OPEN,OPEN
0819447657,20/09/26 8:23:14,20260920 082314,MB014,MB014,TRA,OPEN,OPEN
0819447669,20/09/26 8:23:21,20260920 082321,MB014,MB014,TRA,OPEN,OPEN
0819447691,20/09/26 8:23:37,20260920 082337,MB014,MB014,TRA,OPEN,OPEN
0125144238,20/09/26 8:23:46,20260920 082346,MB030,MB030,TRA,OPEN,OPEN
0232756717,20/09/26 8:23:53,20260920 082353,MA051,MA051,TRA,OPEN,OPEN
0819447698,20/09/26 8:23:58,20260920 082358,MB014,MB014,TRA,OPEN,OPEN
0819447614,20/09/26 8:24:26,20260920 082426,MB014,MB025,DIS,OPEN,OPEN
0232756350,20/09/26 8:24:33,20260920 082433,MA001,MA001,DIS,OPEN,OPEN
0819447638,20/09/26 8:24:42,20260920 082442,MB014,MB014,TRA,OPEN,OPEN
0232755464,20/09/26 8:24:42,20260920 082442,MA001,MA001,DIS,OPEN,OPEN
0819447721,20/09/26 8:24:53,20260920 082453,MB014,MB014,TRA,OPEN,OPEN
0819447682,20/09/26 8:25:22,20260920 082522,MB014,MB014,TRA,OPEN,OPEN
0819447676,20/09/26 8:25:33,20260920 082533,MB014,MB014,TRA,OPEN,OPEN
0232747482,20/09/26 8:25:38,20260920 082538,MA043,MA002,DIS,OPEN,OPEN
0819447600,20/09/26 8:26:09,20260920 082609,MB014,MB025,DIS,OPEN,OPEN
0232748166,20/09/26 8:26:09,20260920 082609,MA043,MA002,DIS,OPEN,OPEN
0235797458,20/09/26 8:26:22,20260920 082622,MC247,MC233,DIS,OPEN,OPEN
4816699167,20/09/26 8:26:42,20260920 082642,MB054,MB025,DIS,OPEN,OPEN
0819447657,20/09/26 8:26:53,20260920 082653,MB014,MB025,DIS,OPEN,OPEN
0819447669,20/09/26 8:27:05,20260920 082705,MB014,MB025,DIS,OPEN,OPEN
0819447691,20/09/26 8:27:18,20260920 082718,MB014,MB025,DIS,OPEN,OPEN
0125144238,20/09/26 8:27:25,20260920 082725,MB030,MB025,DIS,OPEN,OPEN
0819447698,20/09/26 8:27:34,20260920 082734,MB014,MB025,DIS,OPEN,OPEN
0232756717,20/09/26 8:27:34,20260920 082734,MA051,MA002,DIS,OPEN,OPEN
0819447638,20/09/26 8:28:18,20260920 082818,MB014,MB025,DIS,OPEN,OPEN
0819447742,20/09/26 8:28:25,20260920 082825,MB014,MB014,TRA,OPEN,OPEN
0819447721,20/09/26 8:28:34,20260920 082834,MB014,MB025,DIS,OPEN,OPEN
0819447745,20/09/26 8:28:38,20260920 082838,MB014,MB014,TRA,OPEN,OPEN
0232747513,20/09/26 8:28:41,20260920 082841,MA042,MA042,TRA,OPEN,OPEN
0819447729,20/09/26 8:28:57,20260920 082857,MB014,MB014,TRA,OPEN,OPEN
0819447682,20/09/26 8:29:06,20260920 082906,MB014,MB025,DIS,OPEN,OPEN
0819447676,20/09/26 8:29:09,20260920 082909,MB014,MB025,DIS,OPEN,OPEN
0232757150,20/09/26 8:30:50,20260920 083050,MB027,MA030,TRA,OPEN,OPEN
0235798011,20/09/26 8:30:57,20260920 083057,MC247,MC247,TRA,OPEN,OPEN
0819447742,20/09/26 8:32:01,20260920 083201,MB014,MB025,DIS,OPEN,OPEN
0819447766,20/09/26 8:32:10,20260920 083210,MB014,MB014,TRA,OPEN,OPEN
0232747513,20/09/26 8:32:21,20260920 083221,MA042,MA002,DIS,OPEN,OPEN
0819447745,20/09/26 8:32:21,20260920 083221,MB014,MB025,DIS,OPEN,OPEN
0819447729,20/09/26 8:32:33,20260920 083233,MB014,MB025,DIS,OPEN,OPEN
0232757150,20/09/26 8:32:49,20260920 083249,MB027,MB026,DIS,OPEN,OPEN
0232757298,20/09/26 8:33:14,20260920 083314,MA001,MC143,TRA,OPEN,OPEN
0232747096,20/09/26 8:34:21,20260920 083421,MA028,MA028,TRA,OPEN,OPEN
0232746778,20/09/26 8:34:41,20260920 083441,MA029,MA029,TRA,OPEN,OPEN
0232757145,20/09/26 8:34:41,20260920 083441,MB020,MB020,TRA,OPEN,OPEN
0819447741,20/09/26 8:34:53,20260920 083453,MB014,MB014,TRA,OPEN,OPEN
0819447793,20/09/26 8:35:14,20260920 083514,MB014,MB014,TRA,OPEN,OPEN
0232757298,20/09/26 8:35:26,20260920 083526,MA001,MA001,DIS,OPEN,OPEN
0819447766,20/09/26 8:35:45,20260920 083545,MB014,MB025,DIS,OPEN,OPEN
0081810148,20/09/26 8:36:14,20260920 083614,MA049,MA049,TRA,OPEN,OPEN
0235798011,20/09/26 8:36:18,20260920 083618,MC247,MC233,DIS,OPEN,OPEN
0232757145,20/09/26 8:36:41,20260920 083641,MB020,MB026,DIS,OPEN,OPEN
4816699172,20/09/26 8:37:02,20260920 083702,MB054,MB054,TRA,OPEN,OPEN
0819447741,20/09/26 8:38:25,20260920 083825,MB014,MB025,DIS,OPEN,OPEN
0819447793,20/09/26 8:38:57,20260920 083857,MB014,MB025,DIS,OPEN,OPEN
4816699172,20/09/26 8:39:01,20260920 083901,MB054,MB026,DIS,OPEN,OPEN
0819447795,20/09/26 8:39:25,20260920 083925,MB014,MB014,TRA,OPEN,OPEN
0232746778,20/09/26 8:39:34,20260920 083934,MA029,MA002,DIS,OPEN,OPEN
0232757844,20/09/26 8:40:09,20260920 084009,MB020,MB020,TRA,OPEN,OPEN
0232757848,20/09/26 8:40:18,20260920 084018,MB020,MB020,TRA,OPEN,OPEN
0232747096,20/09/26 8:40:38,20260920 084038,MA028,MA002,DIS,OPEN,OPEN
0232757749,20/09/26 8:40:41,20260920 084041,MB020,MB020,TRA,OPEN,OPEN
0081810148,20/09/26 8:40:50,20260920 084050,MA049,MA002,DIS,OPEN,OPEN
0176211403,20/09/26 8:42:21,20260920 084221,MA005,MA005,TRA,OPEN,OPEN
0819447795,20/09/26 8:43:10,20260920 084310,MB014,MB025,DIS,OPEN,OPEN
0232757844,20/09/26 8:43:41,20260920 084341,MB020,MB025,DIS,OPEN,OPEN
0232757848,20/09/26 8:43:50,20260920 084350,MB020,MB025,DIS,OPEN,OPEN
0232757749,20/09/26 8:44:17,20260920 084417,MB020,MB025,DIS,OPEN,OPEN
0232748343,20/09/26 8:45:22,20260920 084522,MA001,MC141,TRA,OPEN,OPEN
0176211403,20/09/26 8:45:57,20260920 084557,MA005,MA002,DIS,OPEN,OPEN
0232746473,20/09/26 8:46:46,20260920 084646,MB028,MB028,TRA,OPEN,OPEN
0232746317,20/09/26 8:46:57,20260920 084657,MB019,MB019,TRA,OPEN,OPEN
0232746331,20/09/26 8:47:21,20260920 084721,MB019,MB019,TRA,OPEN,OPEN
0232748343,20/09/26 8:47:33,20260920 084733,MA001,MA001,DIS,OPEN,OPEN
0232747503,20/09/26 8:47:50,20260920 084750,MB019,MB019,TRA,OPEN,OPEN
4816700253,20/09/26 8:48:01,20260920 084801,MB054,MB054,TRA,OPEN,OPEN
0232747415,20/09/26 8:48:01,20260920 084801,MB018,MB018,TRA,OPEN,OPEN
0232744028,20/09/26 8:48:10,20260920 084810,MB018,MB018,TRA,OPEN,OPEN
0232744013,20/09/26 8:48:34,20260920 084834,MB018,MB018,TRA,OPEN,OPEN
0819447849,20/09/26 8:49:30,20260920 084930,MB014,MB014,TRA,OPEN,OPEN
4816700247,20/09/26 8:49:46,20260920 084946,MB054,MB054,TRA,OPEN,OPEN
0819447857,20/09/26 8:50:05,20260920 085005,MB014,MB014,TRA,OPEN,OPEN
0232747025,20/09/26 8:50:13,20260920 085013,MB018,MB018,TRA,OPEN,OPEN
0232746473,20/09/26 8:50:22,20260920 085022,MB028,MB025,DIS,OPEN,OPEN
0232743588,20/09/26 8:50:25,20260920 085025,MB018,MB018,TRA,OPEN,OPEN
0232746317,20/09/26 8:50:46,20260920 085046,MB019,MB025,DIS,OPEN,OPEN
0232747061,20/09/26 8:51:01,20260920 085101,MB034,MB034,TRA,OPEN,OPEN
0232746331,20/09/26 8:51:10,20260920 085110,MB019,MB025,DIS,OPEN,OPEN
0232758211,20/09/26 8:51:10,20260920 085110,MB033,MB033,TRA,OPEN,OPEN
0232747503,20/09/26 8:51:30,20260920 085130,MB019,MB025,DIS,OPEN,OPEN
0232747415,20/09/26 8:51:38,20260920 085138,MB018,MB025,DIS,OPEN,OPEN
0819447858,20/09/26 8:51:41,20260920 085141,MB014,MB014,TRA,OPEN,OPEN
0232744028,20/09/26 8:51:45,20260920 085145,MB018,MB025,DIS,OPEN,OPEN
0232758186,20/09/26 8:51:45,20260920 085145,MB018,MB018,TRA,OPEN,OPEN
4816700253,20/09/26 8:51:53,20260920 085153,MB054,MB025,DIS,OPEN,OPEN
0232757785,20/09/26 8:52:01,20260920 085201,MB032,MB032,TRA,OPEN,OPEN
0232744013,20/09/26 8:52:09,20260920 085209,MB018,MB025,DIS,OPEN,OPEN
0232758188,20/09/26 8:52:18,20260920 085218,MB032,MB032,TRA,OPEN,OPEN
0232743588,20/09/26 8:52:25,20260920 085225,MB018,MB026,DIS,OPEN,OPEN
0232746667,20/09/26 8:52:38,20260920 085238,MB018,MB018,TRA,OPEN,OPEN
0232746334,20/09/26 8:52:45,20260920 085245,MB019,MB019,TRA,OPEN,OPEN
0232746014,20/09/26 8:53:01,20260920 085301,MB027,MA009,TRA,OPEN,OPEN
0819447849,20/09/26 8:53:05,20260920 085305,MB014,MB025,DIS,OPEN,OPEN
0232747061,20/09/26 8:53:09,20260920 085309,MB034,MB026,DIS,OPEN,OPEN
0232757670,20/09/26 8:53:10,20260920 085310,MB037,MB037,TRA,OPEN,OPEN
0232742744,20/09/26 8:53:14,20260920 085314,MB019,MB019,TRA,OPEN,OPEN
0819447852,20/09/26 8:53:26,20260920 085326,MB014,MB014,TRA,OPEN,OPEN
4816700247,20/09/26 8:53:33,20260920 085333,MB054,MB025,DIS,OPEN,OPEN
0819447857,20/09/26 8:53:37,20260920 085337,MB014,MB025,DIS,OPEN,OPEN
0232738383,20/09/26 8:53:37,20260920 085337,MA049,MA049,TRA,OPEN,OPEN
0232747025,20/09/26 8:53:46,20260920 085346,MB018,MB025,DIS,OPEN,OPEN
0235799632,20/09/26 8:53:49,20260920 085349,MC247,MC247,TRA,OPEN,OPEN
0819447861,20/09/26 8:53:57,20260920 085357,MB014,MB014,TRA,OPEN,OPEN
